Equipo;Status del sistema;Denominación de la ubicación técnica;Centro de coste;Denominación de objeto técnico;Número-identificación técnica;Fabricante del activo fijo;Número de pieza de fabricante;Fabricante número de serie;Denominación de tipo;Peso bruto;Unidad de peso;Tamaño/Dimensión;Creado el;Valor de adquisición;Moneda;Modificado el;Tp.objeto técnico;Perfil de catálogo;Indicador ABC;Fecha de adquisición;Fe.puesta servicio;Equipo superior
10029667;DISP PTBO;;1114045;021-01M_XF4FS7 Tanque_enterrado;021-01M_XF4FS7;;;;;0.000;;4.02X2.38;25/07/2016;0.00;;27/10/2021;ZP;;;;;
10029668;MONT;Tanques-tuberías -Tanques enterrados;1114045;TK 1 -C1  Premium 4000/C2 G98 4000;021-02M_LM7AR2;;;;;0.000;;4.02X2.38;25/07/2016;0.00;;16/12/2025;ZP;TANQU-ENT;0;10/10/2016;10/10/2016;
10029669;MONT;Tanques-tuberías -Tanques enterrados;1114045;TK 2 -C1  Premium 4000/C2  Diesel 4000;021-02M_VH9YR9;;;;;0.000;;4.05X1.17;25/07/2016;0.00;;12/11/2025;ZP;TANQU-ENT;0;10/10/2016;10/10/2016;
10029670;DISP PTBO;;1114045;021-01M_OU5RE5 Tanque_enterrado;021-01M_OU5RE5;;;;;0.000;;4.05X1.17;25/07/2016;0.00;;27/10/2021;ZP;;;;;
10029671;MONT;Tanques-tuberías -Tanques enterrados;1114045;TK 3 - Regular 8000;021-01M_UN7JH3;;;;;0.000;;4.05X1.17;25/07/2016;0.00;;12/11/2025;ZP;TANQU-ENT;0;10/10/2016;10/10/2016;
10029672;MONT;Tanques-tuberías -Tanques enterrados;1114045;TK 4 - S/P 4000;021-01M_IP9UH5;;;;;0.000;;4.05X1.17;25/07/2016;0.00;;12/11/2025;ZP;TANQU-ENT;0;10/10/2016;10/10/2016;
10029673;MONT;Dispen.Bomb.Combust -Bomb. Sumergibles;1114045;Bomba_sumergible- REGULAR;N/A;FE PETRO;N/A;00030080;STP150;0.000;;;25/07/2016;0.00;;17/06/2025;ZP;BOMBA-SUM;0;25/07/2016;25/07/2016;
10029674;MONT;Dispen.Bomb.Combust -Bomb. Sumergibles;1114045;Bomba_sumergible- PREMIUM (TK1);N/A;FE PETRO;N/A;00030094;STP150;0.000;;;25/07/2016;0.00;;17/06/2025;ZP;BOMBA-SUM;0;25/07/2016;25/07/2016;
10029675;MONT;Dispen.Bomb.Combust -Bomb. Sumergibles;1114045;Bomba_sumergible- PREMIUM (TK2);N/A;FE PETRO;N/A;00030095;STP150;0.000;;;25/07/2016;0.00;;17/06/2025;ZP;BOMBA-SUM;0;25/07/2016;25/07/2016;
10029676;MONT;Dispen.Bomb.Combust -Bomb. Sumergibles;1114045;Bomba_sumergible- GAS98 (INOPERATIVO);N/A;FE PETRO;N/A;00030084;STP150;0.000;;;25/07/2016;0.00;;17/06/2025;ZP;BOMBA-SUM;0;25/07/2016;25/07/2016;
10029677;MONT;Dispen.Bomb.Combust -Bomb. Sumergibles;1114045;Bomba_sumergible- DB5;N/A;FE PETRO;N/A;00030083;STP150;0.000;;;25/07/2016;0.00;;17/06/2025;ZP;BOMBA-SUM;0;25/07/2016;25/07/2016;
10029678;MONT;Dispen.Bomb.Combust -Dispensadores;1114045;011-01M_RM3AM4 Dispensador 2 lado 03y04;011-01M_RM3AM4;GILBARCO;NA3 4X8;;ATEX-UL87 UL1238;0.000;;;25/07/2016;0.00;;22/04/2025;ZP;DISPE-LIQ;0;25/07/2016;25/07/2016;
10029679;MONT;Dispen.Bomb.Combust -Dispensadores;1114045;011-01M_RO2KS3 Dispensador 1 lado 01y02;011-01M_RO2KS3;GILBARCO;NA3 4X8;;ATEX-UL87 UL1238;0.000;;;25/07/2016;0.00;;22/04/2025;ZP;DISPE-LIQ;0;25/07/2016;25/07/2016;
10029680;MONT;Sist. Eléctrico -Tableros eléctricos;1114045;Tablero eléctrico-Bombas y dispensadores;223-00B_EQ4PD5;;;;DISPEN-BOMB_COMBUST;15.000;KG;0.14X0.41X0.44;25/07/2016;0.00;;1/10/2025;ZP;TAB-ELECT;2;;;
10029681;MONT;Sist. Eléctrico -Tableros eléctricos;1114045;Tablero eléctrico-Cómputo;223-00C_QT1JC5;;;;CÓMPUTO;20.000;KG;0.23X0.64X1.20;25/07/2016;0.00;;1/10/2025;ZP;TAB-ELECT;2;;;
10029682;MONT;Sist. Eléctrico -Tableros eléctricos;1114045;Tablero eléctrico-Transferencia;223-00D_FC7GB4;;;;TRANSFERENCIA;30.000;KG;0.10X0.54X1.65;25/07/2016;0.00;;1/10/2025;ZP;TAB-ELECT;2;;;
10029683;MONT;Sist. Eléctrico -Tableros eléctricos;1114045;223-00G_VD9NF9 Tablero_electrico;223-00G_VD9NF9;;;;GENERAL;15.000;KG;0.23X0.50X0.70;25/07/2016;0.00;;2/10/2025;ZP;TAB-ELECT;2;;;
10029684;MONT;Sist. Eléctrico -Pozo tierra/Pararrayos;1114045;Pozo_a_tierra;227-0TC_AP2YB5;;;;ENERGÍA;65.000;KG;0.31X0.31X3.00;25/07/2016;0.00;;2/10/2025;ZP;POZO-TIER;3;;;
10029685;MONT;Sist. Eléctrico -Pozo tierra/Pararrayos;1114045;Pozo_a_tierra;227-0TE_II9OS7;;;;ENERGIA;65.000;KG;0.34X0.34X3.00;25/07/2016;0.00;;2/10/2025;ZP;POZO-TIER;3;;;
10029686;MONT;Sist. Eléctrico -Pozo tierra/Pararrayos;1114045;Pozo_a_tierra;227-0TD_QL5MO3;;;;DESCARGA;65.000;KG;0.34X0.34X3.00;25/07/2016;0.00;;2/10/2025;ZP;POZO-TIER;3;;;
10029687;DISP PTBO;;1114045;171-00B_KW4IM2 Elevador_hidraulic;171-00B_KW4IM2;;;;;800.000;KG;0.78X5.85X4.04;25/07/2016;0.00;;21/04/2025;ZP;ELEV-HIDR;;;;
10029688;MONT;Grupo electrógeno;1114045;Grupo electrogeno;111-01E_CI7VP5;Perkins;;E7241C/001;P44E;0.000;;;25/07/2016;0.00;;20/05/2026;ZP;GRUP-ELEC;1;18/11/2000;18/11/2000;
10029689;MONT;Calibración y medición;1114045;PATRON_VOLUMETRICO;151-001_EJ1SP5;SHERAPHIN;;;;5.000;KG;0.30X0.64;25/07/2016;0.00;;2/10/2025;ZP;;3;;;
10029690;MONT;Aire comprimido -Compresor de aire;1114045;121-00A_JW8AC9 Compresor_de_aire;121-00A_JW8AC9;INGERSOLL RAND;;NAR10295478;2475;0.000;;;25/07/2016;0.00;;19/05/2026;ZP;COMP-AIRE;2;31/03/2020;31/03/2020;
10029691;MONT PTBO;Sist. Ventilación -Eq. Aire acondicionad;1114045;251-00Z_GS9HA2 Eq_Aire_acond;251-00Z_GS9HA2;LENNOX;;WOE8862936;AC060X10316;100.000;KG;0.68X0.93X092;25/07/2016;0.00;;18/08/2025;ZP;AIRE-ACON;;;;
10029692;MONT PTBO;Sist. Ventilación -Eq. Aire acondicionad;1114045;251-00Z_WM8RM7 Eq_Aire_acond;251-00Z_WM8RM7;YORK;;2.43603E+17;YNDA36FS-EET;80.000;KG;0.54X0.54X072;25/07/2016;0.00;;20/08/2025;ZP;AIRE-ACON;;;;
10029693;MONT PTBO;Sist. Ventilación -Eq. Aire acondicionad;1114045;251-00Z_PV6XO4 Eq_Aire_acond;251-00Z_PV6XO4;YORK;;2.43603E+17;YNDA36FS-EET;80.000;KG;0.54X0.54X072;25/07/2016;0.00;;18/08/2025;ZP;AIRE-ACON;;;;
10029694;MONT PTBO;Sist. Ventilación -Eq. Aire acondicionad;1114045;251-00Z_XQ4YM4 Eq_Aire_acond;251-00Z_XQ4YM4;YORK;;1.00002E+17;YSDA-18FS-ADA;40.000;KG;0.26X0.78X0.55;25/07/2016;0.00;;18/08/2025;ZP;AIRE-ACON;;;;
10029695;MONT;Equipos de frío -Exhibidora de frío;1114045;Exhibidora de frío-Thumberry-equipo 02;UE:PRODUCTOS VARIOS;VENTUS;;190125009;VRM-1400C;0.000;;;25/07/2016;0.00;;9/09/2025;ZP;REFRIGERA;3;;;
10029696;MONT;Equipos de frío -Coolers y visicoolers;1114045;Equipo de frío-visicooler01p-equipo 05;UE:AGUA MINERAL;VENTUS;;140020190125009;VRM-1400C;0.000;;;25/07/2016;0.00;;9/09/2025;ZP;REFRIGERA;3;;;
10029697;MONT;Dispen.Bomb.Combust -Bomb. Sumergibles;1116119;Bomba_sumergible- DB5;N/A;RED JACKET;N/A;1104308974072;STP150;0.000;;;25/07/2016;0.00;;17/06/2025;ZU;BOMBA-SUM;0;25/07/2016;25/07/2016;
10029698;MONT;Dispen.Bomb.Combust -Bomb. Sumergibles;1116119;Bomba_sumergible- GAS95 (2) INOPERATIVO;N/A;RED JACKET;N/A;1104307974052;STP150;0.000;;;25/07/2016;0.00;;17/06/2025;ZU;BOMBA-SUM;0;25/07/2016;25/07/2016;
10029699;MONT;Dispen.Bomb.Combust -Bomb. Sumergibles;1116119;Bomba_sumergible- REGULAR;N/A;RED JACKET;N/A;110438974049;STP150;75.000;KG;0.24X0.35X0.82;25/07/2016;0.00;;17/06/2025;ZU;BOMBA-SUM;0;25/07/2016;25/07/2016;
10029700;MONT;Dispen.Bomb.Combust -Bomb. Sumergibles;1116119;Bomba_sumergible- PREMIUM (TK2);N/A;RED JACKET;N/A;110430974052;STP150;0.000;;;25/07/2016;0.00;;17/06/2025;ZU;BOMBA-SUM;0;25/07/2016;25/07/2016;
10029701;MONT;Dispen.Bomb.Combust -Bomb. Sumergibles;1116119;Bomba_sumergible- PREMIUM (TK1);N/A;RED JACKET;N/A;1104308974063;STP150;0.000;;;25/07/2016;0.00;;17/06/2025;ZU;BOMBA-SUM;0;25/07/2016;25/07/2016;
10029702;MONT;Tanques-tuberías -Tanques enterrados;1116119;TK1-Diesel B5 S-50 5000;021-01M_BN9LN1;;ITSA TUBOS;;;0.000;;2.50X3.85;25/07/2016;0.00;;13/01/2026;ZU;TANQU-ENT;0;10/10/2016;10/10/2016;
10029703;MONT;Tanques-tuberías -Tanques enterrados;1116119;TK2-Regular 5000;021-01M_GO8TB5;;ITSA TUBOS;;;0.000;;2.62X3.50;25/07/2016;0.00;;13/01/2026;ZU;TANQU-ENT;0;10/10/2016;10/10/2016;
10029704;MONT;Tanques-tuberías -Tanques enterrados;1116119;TK5-Premium 5000;021-01M_JM9JF4;;ITSA TUBOS;;;0.000;;2.67X3.37;25/07/2016;0.00;;13/01/2026;ZU;TANQU-ENT;0;10/10/2016;10/10/2016;
10029705;MONT;Tanques-tuberías -Tanques enterrados;1116119;TK3-Premium 3000;021-01M_TJ3UD7;;ITSA TUBOS;;;0.000;;2.74X1.92;25/07/2016;0.00;;13/01/2026;ZU;TANQU-ENT;0;10/10/2016;10/10/2016;
10029706;MONT;Tanques-tuberías -Tanques enterrados;1116119;TK4-Premium 5000;021-01M_EH1SH8;;ITSA TUBOS;;;0.000;;2.69X3.32;25/07/2016;0.00;;13/01/2026;ZU;TANQU-ENT;0;10/10/2016;10/10/2016;
10029707;MONT;Dispen.Bomb.Combust -Dispensadores;1116119;011-01M_LC7WI7 Dispensador 2 lado 03y04;011-01M_LC7WI7;GILBARCO;NA2 3X6;;ATEX-UL87 UL1238;0.000;;;25/07/2016;0.00;;13/02/2025;ZU;DISPE-LIQ;0;25/07/2016;25/07/2016;
10029708;MONT;Dispen.Bomb.Combust -Dispensadores;1116119;011-01M_DC6VY5 Dispensador 3 lado 05y06;011-01M_DC6VY5;GILBARCO;NA2 3X6;;ATEX-UL87 UL1238;0.000;;;25/07/2016;0.00;;13/02/2025;ZU;DISPE-LIQ;0;25/07/2016;25/07/2016;
10029709;MONT;Dispen.Bomb.Combust -Dispensadores;1116119;011-01M_FQ6GI6 Dispensador 1 lado 01y02;011-01M_FQ6GI6;GILBARCO;NA3 4X8;;ATEX-UL87 UL1238;0.000;;;25/07/2016;0.00;;13/02/2025;ZU;DISPE-LIQ;0;25/07/2016;25/07/2016;
10029710;MONT;Calibración y medición;1116119;PATRON_VOLUMETRICO;151-001_WY5MV2;SERAPHIN;;;;5.000;KG;0.30X0.64;25/07/2016;0.00;;2/10/2025;ZU;;3;;;
10029711;MONT;Grupo electrógeno;1116119;Grupo electrogeno;111-02E_JL6YE2;Perkins;;C5942C/009;P65E;0.000;;;25/07/2016;0.00;;20/05/2026;ZU;GRUP-ELEC;1;2/10/2006;2/10/2006;
10029712;MONT;Aire comprimido -Compresor de aire;1116119;121-00Z_RB3JC5 Compresor_de_aire;121-00Z_RB3JC5;CHAMPION;;RU15G718;HRV5-8;300.000;KG;0.57X0.57X1.24;25/07/2016;0.00;;19/05/2026;ZU;COMP-AIRE;2;2/10/2006;2/10/2006;
10029713;MONT;Sist. Eléctrico -Tableros eléctricos;1116119;Tablero_electrico-General;;;;;GENERAL;85.000;KG;0.88X0.43X2.00;25/07/2016;0.00;;5/06/2026;ZU;TAB-ELECT;2;;;
10029714;MONT;Sist. Eléctrico -Tableros eléctricos;1116119;Tablero_electrico-Bombas de agua;;;;;BOMBA DE AGUA;85.000;KG;0.88X0.43X2.00;25/07/2016;0.00;;5/06/2026;ZU;TAB-ELECT;2;6/07/2007;6/07/2007;
10029715;MONT;Sist. Eléctrico -Tableros eléctricos;1116119;Tablero eléctrico-Transferencia;;INTECOMSA;;;TRANSFERENCIA;75.000;KG;0.41X0.26X0.44;25/07/2016;0.00;;5/06/2026;ZU;TAB-ELECT;2;6/07/2007;6/07/2007;
10029716;MONT;Sist. Eléctrico -Tableros eléctricos;1116119;Tablero eléctrico-Cómputo;223-00C_II2VK5;;;;CÓMPUTO;70.000;KG;0.45X0.22X0.83;25/07/2016;0.00;;1/10/2025;ZP;TAB-ELECT;2;;;
10029717;MONT;Sist. Eléctrico -Tableros eléctricos;1116119;Tablero eléctrico-Bombas y dispensadores;223-00B_RR2OQ2;;;;DISPEN-BOMB_COMBUST;85.000;KG;0.88X0.43X2.00;25/07/2016;0.00;;1/10/2025;ZP;TAB-ELECT;2;;;
10029718;MONT;Equipos de frío -Coolers y visicoolers;1116119;Equipo de frío-visicooler01p-equipo 05;UE:AGUA MINERAL;VENTUS;;8030540087;VC-425L;0.000;;;25/07/2016;0.00;;4/09/2025;ZU;REFRIGERA;3;;;
10029719;MONT;Equipos de frío -Coolers y visicoolers;1116119;Equipo de frío-visicooler01p-equipo 04;UE:GASEOSAS COCA COLA;VENTUS;;8030540029;VC-425L;0.000;;;25/07/2016;0.00;;4/09/2025;ZU;REFRIGERA;3;11/07/2022;11/07/2022;
10029720;MONT PTBO;Sist. Ventilación -Eq. Aire acondicionad;1116119;251-00Z_DV4CB8 Eq_Aire_acond;251-00Z_DV4CB8;YORK;;2439029741410000000;YNDA60FS-EET;150.000;KG;0.71X0.71X0.81;25/07/2016;0.00;;14/08/2025;ZU;AIRE-ACON;;;;
10029721;MONT PTBO;Sist. Ventilación -Eq. Aire acondicionad;1116119;251-03D_CN2PF8 Eq_Aire_acond;251-03D_CN2PF8;YORK;;243902974141000000;YNDA60FS-EET;150.000;KG;0.71X0.71X0.81;25/07/2016;0.00;;14/08/2025;ZU;AIRE-ACON;;;;
10029722;DISP NOAC PTBO;;1116119;251-01A_PC9WN1 Eq_Aire_acond;251-01A_PC9WN1;YORK;;100002524140850000;YSDA24FS-ADA;100.000;KG;0.30X0.81X0.66;25/07/2016;0.00;;13/12/2024;ZU;;;;;
10029723;MONT;Equipos de frío -Coolers y visicoolers;1116119;Equipo de frío-visicooler01p-equipo 08;UE:ENERGIZANTES;VENTUS;;8030540091;VC-425L;0.000;;;25/07/2016;0.00;;4/09/2025;ZU;REFRIGERA;3;;;
10029724;MONT;Equipos de frío -Coolers y visicoolers;1116119;Equipo de frío-visicooler01p-equipo 06;UE:CERVEZA PILSEN;VENTUS;;8030540082;VC-425L;0.000;;;25/07/2016;0.00;;4/09/2025;ZU;REFRIGERA;3;;;
10029725;MONT;Equipos de frío -Exhibidora de frío;1116119;Equipo de frío-visicooler01p-equipo 07;UE:CERVEZA CUSQUEÑA;VENTUS;;8030540098;VC-425L;0.000;;;25/07/2016;0.00;;4/09/2025;ZU;REFRIGERA;3;;;
10029726;MONT PTBO;Equipos de frío -Exhibidora de frío;1116119;321-000_VV5PK8 Exhibidora_de_frío;321-000_VV5PK8;JEMEL;;13663;JEMEL;0.000;;;25/07/2016;0.00;;4/09/2025;ZU;REFRIGERA;3;11/07/2022;11/07/2022;
10029727;MONT;Sist. Eléctrico -Pozo tierra/Pararrayos;1116119;Pozo_a_tierra;227-0TE_PW4UU5;;;;ENERGÍA;65.000;KG;0.33X0.33X3.50;25/07/2016;0.00;;2/10/2025;ZP;POZO-TIER;3;;;
10029728;MONT;Sist. Eléctrico -Pozo tierra/Pararrayos;1116119;Pozo_a_tierra;227-0TD_PG8RJ6;;;;DESCARGA;65.000;KG;0.33X0.33X3.23;25/07/2016;0.00;;2/10/2025;ZP;POZO-TIER;3;;;
10029729;MONT;Sist. Eléctrico -Pozo tierra/Pararrayos;1116119;Pozo_a_tierra;227-0TC_LE7YS9;;;;CÓMPUTO;65.000;KG;0.33X0.33X3.43;25/07/2016;0.00;;2/10/2025;ZP;POZO-TIER;3;;;
10029730;MONT PTBO;Sist. Ventilación -Eq. Aire acondicionad;1113034;251-02A_CM6IK5 Eq_Aire_acond;251-02A_CM6IK5;YORK;;241901471111000000;YOEA36PS-ADT;40.000;KG;0.64X1.24X0.20;25/07/2016;0.00;;17/07/2025;ZP;AIRE-ACON;;;;
10029731;MONT PTBO;Sist. Ventilación -Eq. Aire acondicionad;1113034;251-03A_AD1YL7 Eq_Aire_acond;251-03A_AD1YL7;CUL_US_LIS;;X114183596;N2AE48AHA;140.000;KG;0.60X0.60X0.75;25/07/2016;0.00;;17/07/2025;ZP;AIRE-ACON;;;;
10029732;MONT PTBO;Sist. Ventilación -Eq. Aire acondicionad;1113034;251-02A_ES5RG9 Eq_Aire_acond;251-02A_ES5RG9;YORK;;IP24;YAU-36CRD;90.000;KG;0.56X0.56X0.82;25/07/2016;0.00;;17/07/2025;ZP;AIRE-ACON;;;;
10029733;MONT;Sist. Eléctrico -Tableros eléctricos;1113034;Tablero eléctrico-Transferencia;223-00D_WM7KD6;;;;TRANSFERENCIA;4.000;KG;0.14X0.40X0.44;25/07/2016;0.00;;1/10/2025;ZP;TAB-ELECT;2;;;
10029734;MONT;Sist. Eléctrico -Tableros eléctricos;1113034;Tablero eléctrico-General;223-00G_AN5YK2;;;;GENERAL;15.000;KG;0.20X0.48X1.38;25/07/2016;0.00;;2/01/2026;ZP;TAB-ELECT;2;;;
10029735;MONT;Sist. Eléctrico -Tableros eléctricos;1113034;Tablero eléctrico-Bombas y dispensadores;223-00B_GI7FW3;;;;DISPEN-BOMB_COMBUST;12.000;KG;0.10X0.62X1.16;25/07/2016;0.00;;1/10/2025;ZP;TAB-ELECT;2;;;
10029736;MONT;Sist. Eléctrico -Tableros eléctricos;1113034;Tablero eléctrico-Bombas de agua;223-00E_VQ6RC4;;;;BOMBAS_DE_AGUA;6.000;KG;0.19X0.40X0.50;25/07/2016;0.00;;2/01/2026;ZP;TAB-ELECT;2;;;
10029737;MONT;Grupo electrógeno;1113034;Grupo electrogeno;111-02E_CR9CD5;Perkins;;D2250B/001;P40;0.000;;;25/07/2016;0.00;;20/05/2026;ZP;GRUP-ELEC;1;30/08/1997;30/08/1997;
10029738;MONT;Aire comprimido -Compresor de aire;1113034;121-00A_FB7NG2 Compresor_de_aire;121-00A_FB7NG2;INGERSOLL RAND;;CBV629379;2475N5;0.000;;;25/07/2016;0.00;;19/05/2026;ZP;COMP-AIRE;2;30/09/2020;30/09/2020;
10029739;MONT;Equipos de frío -Coolers y visicoolers;1113034;Equipo de frío-visicooler02p-equipo 01;UE:CERVEZAS/LICORES;TORREY;;L12-000416;R36-260;0.000;;;25/07/2016;0.00;;9/09/2025;ZP;REFRIGERA;3;;;
10029740;MONT;Equipos de frío -Coolers y visicoolers;1113034;Equipo de frío-visicooler01p-equipo 04;UE:GASEOSAS;VENTUS;;8061110034;VC-425L;0.000;;;25/07/2016;0.00;;9/09/2025;ZP;REFRIGERA;3;11/07/2022;11/07/2022;
10029741;MONT;Dispen.Bomb.Combust -Dispensadores;1113034;011-01M_CG6OY3 Dispensador 3 lado 05y06;011-01M_CG6OY3;GILBARCO;NA3 4X8;;ATEX-UL87 UL1238;0.000;;;25/07/2016;0.00;;13/02/2025;ZP;DISPE-LIQ;0;25/07/2016;25/07/2016;
10029742;MONT;Dispen.Bomb.Combust -Dispensadores;1113034;011-01M_PH4HPS Dispensador 1 lado 01y02;011-01M_PH4HPS;GILBARCO;NA3 4X8;;ATEX-UL87 UL1238;0.000;;;25/07/2016;0.00;;13/02/2025;ZP;DISPE-LIQ;0;25/07/2016;25/07/2016;
10029743;MONT;Calibración y medición;1113034;PATRON_VOLUMETRICO;151-001_MR8JM9;SERAPHIN;;;;5.000;KG;0.30X0.64;25/07/2016;0.00;;2/10/2025;ZP;;3;;;
10029744;MONT;Dispen.Bomb.Combust -Bomb. Sumergibles;1113034;Bomba_sumergible- REGULAR;N/A;FE PETRO;N/A;98072106;STP150;0.000;;;25/07/2016;0.00;;17/06/2025;ZP;BOMBA-SUM;0;25/07/2016;25/07/2016;
10029745;MONT;Dispen.Bomb.Combust -Bomb. Sumergibles;1113034;Bomba_sumergible- PREMIUM;N/A;FE PETRO;N/A;98080093;STP150;0.000;;;25/07/2016;0.00;;17/06/2025;ZP;BOMBA-SUM;0;25/07/2016;25/07/2016;
10029746;MONT;Dispen.Bomb.Combust -Bomb. Sumergibles;1113034;Bomba_sumergible- GAS98 (INOPERATIVO);N/A;FE PETRO;N/A;98072135;STP150;0.000;;;25/07/2016;0.00;;17/06/2025;ZP;BOMBA-SUM;0;25/07/2016;25/07/2016;
10029747;MONT;Dispen.Bomb.Combust -Bomb. Sumergibles;1113034;Bomba_sumergible- DB5;N/A;RED JACKET;N/A;50714;STP200;0.000;;;25/07/2016;0.00;;17/06/2025;ZP;BOMBA-SUM;0;25/07/2016;25/07/2016;
10029748;MONT;Sist. Eléctrico -Pozo tierra/Pararrayos;1113034;Pozo_a_tierra;227-OTE_HU8CY6;;;;ENERGÍA;65.000;KG;0.50X0.50X3.00;25/07/2016;0.00;;2/10/2025;ZP;POZO-TIER;3;;;
10029749;MONT;Sist. Eléctrico -Pozo tierra/Pararrayos;1113034;Pozo_a_tierra;227-OTD_XI8HU7;;;;DESCARGA;65.000;KG;0.41X0.41X3.00;25/07/2016;0.00;;2/10/2025;ZP;POZO-TIER;3;;;
10029750;MONT;Sist. Eléctrico -Pozo tierra/Pararrayos;1113034;Pozo_a_tierra;227-OTC_SJ9IY6;;;;CÓMPUTO;65.000;KG;0.36X0.36X3.00;25/07/2016;0.00;;2/10/2025;ZP;POZO-TIER;3;;;
10029751;MONT;Tanques-tuberías -Tanques enterrados;1113034;TK1-Diesel B5 S-50 8000;021-01M_JO1TR2;;HAUG S.A.;;;0.000;;2.69X5.32;25/07/2016;0.00;;13/01/2026;ZP;TANQU-ENT;0;10/10/2016;10/10/2016;
10029752;MONT;Tanques-tuberías -Tanques enterrados;1113034;TK2-Premium 8000;021-01M_FV3GE2;;HAUG S.A.;;;0.000;;2.69X5.32;25/07/2016;0.00;;13/01/2026;ZP;TANQU-ENT;0;10/10/2016;10/10/2016;
10029753;MONT;Tanques-tuberías -Tanques enterrados;1113034;TK3-Regular 8000;021-01M_AF3PG2;;HAUG S.A.;;;0.000;;2.69X5.32;25/07/2016;0.00;;13/01/2026;ZP;TANQU-ENT;0;10/10/2016;10/10/2016;
10029754;MONT;Tanques-tuberías -Tanques enterrados;1113034;TK4-Premium 8000;021-01M_DM3SV1;;HAUG S.A.;;;0.000;;2.69X5.32;25/07/2016;0.00;;13/01/2026;ZP;TANQU-ENT;0;10/10/2016;10/10/2016;
10029755;DISP PTBO;;1116108;321-000_YO8KB6 Visicooler;321-000_YO8KB6;TORREY;;E12-000352;R36-260;0.000;;;25/07/2016;0.00;;21/04/2025;ZU;REFRIGERA;3;11/07/2022;11/07/2022;
10029756;DISP PTBO;;1116108;151-001_MI5DB3 Patron_volumetrico;151-001_MI5DB3;SERAPHIN;;;;5.000;KG;0.30X0.64;25/07/2016;0.00;;21/04/2025;ZU;;;;;
10029757;DISP PTBO;;1116108;223_00G_YL2BE3 Tablero_electrico;223_00G_YL2BE3;;;;GENERAL;8.000;KG;0.05X0.25X0.91;25/07/2016;0.00;;21/04/2025;ZU;TAB-ELECT;;;;
10029758;DISP PTBO;;1116108;223_00E_RS6DL5 Tablero_electrico;223_00E_RS6DL5;;;;BOMBAS_DE_AGUA;8.000;KG;0.05X0.25X0.91;25/07/2016;0.00;;21/04/2025;ZU;TAB-ELECT;;;;
10029759;DISP PTBO;;1116108;223_00C_RP8IW5 Tablero_electrico;223_00C_RP8IW5;;;;CÓMPUTO;9.000;KG;0.18X0.45X0.85;25/07/2016;0.00;;21/04/2025;ZP;TAB-ELECT;;;;
10029760;DISP PTBO;;1116108;223_00B_OM7BC8 Tablero_electrico;223_00B_OM7BC8;;;;DISPEN-BOMB_COMBUST;8.000;KG;0.06X0.25X0.86;25/07/2016;0.00;;21/04/2025;ZP;TAB-ELECT;;;;
10029761;DISP PTBO;;1116108;121-00A_UP1LJ7 Compresor_de_aire;121-00A_UP1LJ7;INGERSOLL RAND;;CBV629387;2475N5;0.000;;;25/07/2016;0.00;;15/04/2025;ZU;COMP-AIRE;0;;;
10029762;DISP PTBO;;1116108;227-OTE_FD5JR9 Pozo_a_tierra;227-OTE_FD5JR9;;;;ENERGÍA;65.000;;;25/07/2016;0.00;;21/04/2025;ZP;POZO-TIER;;;;
10029763;DISP PTBO;;1116108;227-OTC_RP8IW5 Pozo_a_tierra;227-OTC_RP8IW5;;;;CÓMPUTO;65.000;;;25/07/2016;0.00;;21/04/2025;ZP;POZO-TIER;;;;
10029764;DISP PTBO;;1116108;227-OTD_BV7ES4 Pozo_a_tierra;227-OTD_BV7ES4;;;;DESCARGA;65.000;KG;0.31X0.31X3.00;25/07/2016;0.00;;21/04/2025;ZP;POZO-TIER;;;;
10029765;DISP PTBO;;1116108;011-03M_OK6NM1 Dispensador 1 lado 01y02;011-03M_OK6NM1;WAYNE;NA2 3X6;;ATEX-II2GExeIICT5Gb;0.000;;;25/07/2016;0.00;;21/04/2025;ZU;DISPE-LIQ;0;25/07/2016;25/07/2016;
10029766;DISP PTBO;;1116108;011-03M_UG6GF5 Dispensador 2 lado 03y04;011-03M_UG6GF5;WAYNE;NA2 3X6;;ATEX-II2GExeIICT5Gb;0.000;;;25/07/2016;0.00;;21/04/2025;ZU;DISPE-LIQ;0;25/07/2016;25/07/2016;
10029767;DISP PTBO;;1116108;011-03M_AC3IK6 Dispensador 3 lado 05y06;011-03M_AC3IK6;WAYNE;NA2 3X6;;ATEX-II2GExeIICT5Gb;0.000;;;25/07/2016;0.00;;21/04/2025;ZU;DISPE-LIQ;0;25/07/2016;25/07/2016;
10029768;DISP PTBO;;1116108;021-01M_RB2TH4 Tanque_G98 5000;021-01M_RB2TH4;;ITSA TUBOS;;;0.000;;2.58X3.62;25/07/2016;0.00;;21/04/2025;ZU;TANQU-ENT;;10/10/2016;10/10/2016;
10029769;DISP PTBO;;1116108;021-01M_XT4HA7 Tanque_G90 5000;021-01M_XT4HA7;;ITSA TUBOS;;;0.000;;2.58X3.62;25/07/2016;0.00;;21/04/2025;ZU;TANQU-ENT;;10/10/2016;10/10/2016;
10029770;DISP PTBO;;1116108;021-01M_EL1QL9 Tanque_DB5 5000;021-01M_EL1QL9;;ITSA TUBOS;;;0.000;;2.58X3.62;25/07/2016;0.00;;21/04/2025;ZU;TANQU-ENT;;10/10/2016;10/10/2016;
