Equipo;Status del sistema;Denominación de la ubicación técnica;Centro de coste;Denominación de objeto técnico;Número-identificación técnica;Fabricante del activo fijo;Número de pieza de fabricante;Fabricante número de serie;Denominación de tipo;Peso bruto;Unidad de peso;Tamaño/Dimensión;Creado el;Valor de adquisición;Moneda;Modificado el;Tp.objeto técnico;Perfil de catálogo;Indicador ABC;Fecha de adquisición;Fe.puesta servicio;Equipo superior
10047911;MONT PTBO;Area_de_Descarga;1240004;CCT-014-PPL-AD-Cables_de_Conección_a_Tie;;;;;;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047912;MONT PTBO;Area_de_Descarga;1240004;CCT-015-PPL-AD-Cables_de_Conección_a_Tie;;;;;;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047913;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;CCT-016-PPL-SD-Cables_de_Conección_a_Tie;;;;;;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047914;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;CCT-017-NVP-SD-Cables_de_Conección_a_Tie;;;;;;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047915;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;CCT-018-NVP-SD-Cables_de_Conección_a_Tie;;;;;;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047916;MONT PTBO;Area_de_Descarga;1240004;CCT-019-NVP-AD-Cables_de_Conección_a_Tie;;;;;;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047917;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;CCT-020-NVP-SD-Cables_de_Conección_a_Tie;;;;;;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047918;MONT PTBO;Area_de_Descarga;1240004;CCT-021-KM24-A-Cables_de_Conección_a_Tie;;;;;;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047919;MONT PTBO;Area_de_Descarga;1240004;CCT-022-MMQ-AD-Cables_de_Conección_a_Tie;;;;;;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047920;MONT PTBO;Area_de_Descarga;1240004;CCT-023-LQ2-AD-Cables_de_Conección_a_Tie;;;;;;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047921;MONT PTBO;Area_de_Descarga;1240004;CCT-024-LQ2-AD-Cables_de_Conección_a_Tie;;;;;;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047922;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;CCT-025-LQ2-SD-Cables_de_Conección_a_Tie;;;;;;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047923;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;CD-001-LQ1-SD-Central_de_despacho;;SMITH_METE;;AM5;ACCULOAD_III_S-XP-AL;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047924;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;CD-002-CCH-SD-Central_de_despacho;;SMITH_METE;;;ACCULOAD_III_S-XP-AL;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047925;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;CD-003-LQ2-SD-Central_de_despacho;;SMITH_METE;;EL155949;E3-S1C;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047926;MONT PTBO;Area_de_Abastecimiento;1240004;CM-001-NVP-AA-Contómetro;;;;077;C408782;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047927;MONT PTBO;Area_de_Abastecimiento;1240004;CM-002-NVP-AA-Contómetro;;;;077;C406782;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047928;MONT PTBO;Area_de_Abastecimiento;1240004;CM-003-NVP-AA-Contómetro;;;;105;C408782;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047929;MONT PTBO;Area_de_Abastecimiento;1240004;CM-004-NVP-AA-Contómetro;;;;076_/_077;C408782_/_C406782;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047930;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;CM-005-NVP-SD-Contómetro;;Liquid_Con;;346858;M-15-1;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047931;MONT PTBO;Area_de_Abastecimiento;1240004;CM-006-NVP-AA-Contómetro;;Liquid_Con;;366842;M-25-1;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047932;MONT PTBO;Area_de_Abastecimiento;1240004;CM-046-CCH-AA-Contómetro;;Liquid_Con;;420628;M-15-1;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047933;MONT PTBO;Area_de_Abastecimiento;1240004;CM-013-CCH-AA-Contómetro;;Liquid_Con;;420741;M-15-1;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047934;MONT PTBO;Area_de_Abastecimiento;1240004;CM-014-PPL-AA-Contómetro;;;;315;C406782;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047935;MONT PTBO;Area_de_Abastecimiento;1240004;CM-015-PPL-AA-Contómetro;;Liquid_Con;;343579;P9561;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047936;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;CM-016-PPL-SD-Contómetro;;Liquid_Con;;390659;M-25-1;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047937;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;CM-017-PPL-SD-Contómetro;;Liquid_Con;;346852;M-15-1;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047938;MONT PTBO;Area_de_Abastecimiento;1240004;CM-018-PPL-AA-Contómetro;;Liquid_Con;;343788;M-15-1;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047939;MONT PTBO;Area_de_Abastecimiento;1240004;CM-022-MMQ-AA-Contómetro;;Liquid_Con;;343758;M-7-1;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047940;MONT PTBO;Area_de_Abastecimiento;1240004;CM-024-KM24-A-Contómetro;;Liquid_Con;;343580;P9561;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047941;MONT PTBO;Area_de_Abastecimiento;1240004;CM-025-KM24-A-Contómetro;;;;304;CH06782;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047942;MONT PTBO;Area_de_Abastecimiento;1240004;CM-037-LQ1-AA-Contómetro;;Liquid_Con;;416243;M-15-1;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047943;MONT PTBO;Area_de_Abastecimiento;1240004;CM-038-LQ1-AA-Contómetro;;Liquid_Con;;416244;M-15-1;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047944;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;CM-039-LQ1-SD-Contómetro;;Smith_Mete;;AM19489;K2FDA000C00;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047945;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;CM-040-LQ1-SD-Contómetro;;Smith_Mete;;AM19488;K2FDA000C00;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047946;MONT PTBO;Area_de_Abastecimiento;1240004;CM-042-PPL-AA-Contómetro;;FPP_METERS;;TS2HA031021;TS2HA;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047947;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;CM-044-CCH-SD-Contómetro;;Smith_Mete;;BD19878;K2GDA001C00;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047948;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;CM-045-CCH-SD-Contómetro;;Smith_Mete;;BD19879;KSGDA001C00;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047949;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;CM-057-LQ2-SD-Contómetro;;Smith_Mete;;EL155949;E3-S1C;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047950;MONT PTBO;Area_de_Descarga;1240004;CM-061-LQ2-AD-Contómetro;;Liquid_Con;;623095;M-40-1;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047951;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;CM-063-LQ2-SD-Contómetro;;SMITH_METE;;EK014972;400000;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047952;MONT PTBO;Area_de_Descarga;1240004;CM-065-LQ2-AD-Contómetro;;LIQUID_CON;;530008;M-40-1;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047953;MONT PTBO;Area_de_Descarga;1240004;CM-066-LQ2-AD-Contómetro;;TOTAL_CONT;;812946;700-405P4AG;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047954;MONT PTBO;Area_de_Descarga;1240004;CM-068-LQ2-AD-Contómetro;;LIQUID_CON;;589313;M-25-2;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047955;MONT PTBO;Area_de_Abastecimiento;1240004;DLQI-CCH-AA-Regla de Medición;;METROIL;;;;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047956;MONT PTBO;Area_de_Abastecimiento;1240004;DLQII-LQ2-AA-Regla de Medición;;METROIL;;;;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047957;MONT PTBO;Area_de_Abastecimiento;1240004;DS-001-KM24-A-Dispensador_D-B5;;GASBOY;;0010494-T;2650AXTSSA2;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047958;MONT PTBO;Area_de_Abastecimiento;1240004;DS-002-KM24-A-Dispensador_G-84;;GASBOY;;0010482-T;2653AXTSSA2;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047959;MONT PTBO;Area_de_Abastecimiento;1240004;DS-003-NVP-AA-Dispensador_D-B5;;GASBOY;;470052;9140AXCC;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047960;MONT PTBO;Area_de_Abastecimiento;1240004;DS-004-NVP-AA-Dispensador_D-B5;;GASBOY;;470033;9152AXCC;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047961;MONT PTBO;Area_de_Abastecimiento;1240004;DS-005-NVP-AA-Dispensador_G-84;;GASBOY;;470051;9152AXTW1CC;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047962;MONT PTBO;Area_de_Abastecimiento;1240004;DS-006-PPL-AA-Dispensador_D-B5;;TOKHEIM;;0010493-T;2650AXDSSA2;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047963;MONT PTBO;Area_de_Abastecimiento;1240004;DS-007-PPL-AA-Dispensador_G-84;;TOKHEIM;;0010483-T;2653AXDFSSA2;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047964;MONT PTBO;Area_de_Descarga;1240004;FDC-001-LQ1-AD-Filtros Desecantes;;DES_CASE;;;DC-RS-200;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047965;MONT PTBO;Area_de_Descarga;1240004;FDC-002-LQ1-AD-Filtros Desecantes;;DES_CASE;;;DC-RS-200;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047966;MONT PTBO;Area_de_Descarga;1240004;FDC-003-LQ1-AD-Filtros Desecantes;;DES_CASE;;;DC-RS-200;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047967;MONT PTBO;Area_de_Descarga;1240004;FDC-004-LQ1-AD-Filtros Desecantes;;DES_CASE;;;DC-RS-200;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047968;MONT PTBO;Area_de_Descarga;1240004;FDC-005-LQ1-AD-Filtros Desecantes;;DES_CASE;;;DC-RS-200;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047969;MONT PTBO;Area_de_Descarga;1240004;FDC-006-LQ1-AD-Filtros Desecantes;;DES_CASE;;;DC-RS-200;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047970;MONT PTBO;Area_de_Descarga;1240004;FDC-007-LQ2-AD-Filtros Desecantes;;DES_CASE;;;DC-RS-200;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047971;MONT PTBO;Area_de_Descarga;1240004;FDC-008-LQ2-AD-Filtros Desecantes;;DES_CASE;;;DC-RS-200;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047972;MONT PTBO;Area_de_Descarga;1240004;FDC-009-LQ2-AD-Filtros Desecantes;;DES_CASE;;;DC-RS-200;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047973;MONT PTBO;Area_de_Descarga;1240004;FDC-010-LQ2-AD-Filtros Desecantes;;DES_CASE;;;DC-RS-200;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047974;MONT PTBO;Area_de_Descarga;1240004;FDC-011-LQ2-AD-Filtros Desecantes;;DES_CASE;;;DC-RS-200;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047975;MONT PTBO;Area_de_Descarga;1240004;FDC-012-LQ2-AD-Filtros Desecantes;;DES_CASE;;;DC-RS-200;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047976;MONT PTBO;Area_de_Descarga;1240004;FDC-013-LQ2-AD-Filtros Desecantes;;DES_CASE;;;DC-RS-200;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047977;MONT PTBO;Area_de_Descarga;1240004;FDC-014-LQ2-AD-Filtros Desecantes;;DES_CASE;;;DC-RS-200;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047978;MONT PTBO;Area_de_Descarga;1240004;FDC-015-LQ2-AD-Filtros Desecantes;;DES_CASE;;;DC-RS-200;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047979;MONT PTBO;Area_de_Descarga;1240004;FDC-016-LQ2-AD-Filtros Desecantes;;DES_CASE;;;DC-RS-200;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047980;MONT PTBO;Area_de_Descarga;1240004;FDC-017-LQ2-AD-Filtros Desecantes;;DES_CASE;;;DC-RS-200;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047981;MONT PTBO;Area_de_Descarga;1240004;FDC-018-LQ2-AD-Filtros Desecantes;;DES_CASE;;;DC-RS-200;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047982;MONT PTBO;Area_de_Descarga;1240004;FDC-019-CCH-AD-Filtros Desecantes;;DES_CASE;;;DC-RS-200;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047983;MONT PTBO;Area_de_Descarga;1240004;FDC-020-CCH-AD-Filtros Desecantes;;DES_CASE;;;DC-RS-200;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047984;MONT PTBO;Area_de_Descarga;1240004;FDC-021-CCH-AD-Filtros Desecantes;;DES_CASE;;;DC-RS-200;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047985;MONT PTBO;Area_de_Descarga;1240004;FDC-022-CCH-AD-Filtros Desecantes;;DES_CASE;;;DC-RS-200;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047986;MONT PTBO;Area_de_Descarga;1240004;FDC-023-CCH-AD-Filtros Desecantes;;DES_CASE;;;DC-RS-200;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047987;MONT PTBO;Area_de_Descarga;1240004;FDC-024-CCH-AD-Filtros Desecantes;;DES_CASE;;;DC-RS-200;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047988;MONT PTBO;Area_de_Descarga;1240004;FPC-001-LQ1-AD-Filtro Pall coalescedor;;PALL;;;14AHQH;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047989;MONT PTBO;Area_de_Descarga;1240004;FPC-002-LQ2-AD-Filtro Pall coalescedor;;PALL;;;14AHQH;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047990;MONT PTBO;Area_de_Descarga;1240004;FPC-003-CCH-AD-Filtro Pall coalescedor;;PALL;;;14AHQH;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047991;MONT PTBO;Area_de_Descarga;1240004;FPS-001-LQ1-AD-Filtro_Pall_Separador;;PALL;;;7UDH;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047992;MONT PTBO;Area_de_Abastecimiento;1240004;FPS-002-LQ1-AA-Filtro_Pall_Separador;;PALL;;;3UDV;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047993;MONT PTBO;Area_de_Abastecimiento;1240004;FPS-003-LQ1-AA-Filtro_Pall_Separador;;PALL;;;UR699;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047994;MONT PTBO;Area_de_Abastecimiento;1240004;FPS-004-LQ1-AA-Filtro_Pall_Separador;;PALL;;;UR699;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047995;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;FPS-005-LQ1-SD-Filtro_Pall_Separador;;PALL;;;3UDV;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047996;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;FPS-006-LQ1-SD-Filtro_Pall_Separador;;PALL;;;UR699;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047997;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;FPS-007-LQ1-SD-Filtro_Pall_Separador;;PALL;;;UR699;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047998;MONT PTBO;Area_de_Descarga;1240004;FPS-008-LQ2-AD-Filtro_Pall_Separador;;PALL;;;7UDH;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10047999;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;FPS-009-LQ2-SD-Filtro_Pall_Separador;;PALL;;;3UDV;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048000;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;FPS-010-LQ2-SD-Filtro_Pall_Separador;;PALL;;;UR699;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048001;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;FPS-011-LQ2-SD-Filtro_Pall_Separador;;PALL;;;UR699;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048002;MONT PTBO;Area_de_Descarga;1240004;FPS-012-CCH-AD-Filtro_Pall_Separador;;PALL;;;7UDH;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048003;MONT PTBO;Area_de_Abastecimiento;1240004;FPS-013-CCH-AA-Filtro_Pall_Separador;;PALL;;;3UDV;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048004;MONT PTBO;Area_de_Abastecimiento;1240004;FPS-014-CCH-AA-Filtro_Pall_Separador;;PALL;;;UR699;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048005;MONT PTBO;Area_de_Abastecimiento;1240004;FPS-015-CCH-AA-Filtro_Pall_Separador;;PALL;;;UR699;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048006;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;FPS-016-CCH-SD-Filtro_Pall_Separador;;PALL;;;3UDV;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048007;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;FPS-017-CCH-SD-Filtro_Pall_Separador;;PALL;;;UR699;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048008;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;FPS-018-CCH-SD-Filtro_Pall_Separador;;PALL;;;UR699;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048009;MONT PTBO;Area_de_Descarga;1240004;HD_29-41-001-LQ2-AD-Densímetro;;CHASE;;;;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048010;MONT PTBO;Area_de_Descarga;1240004;HD_29-41-002-LQ2-AD-Densímetro;;CHASE;;;;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048011;MONT PTBO;Area_de_Descarga;1240004;HD_29-41-003-LQ2-AD-Densímetro;;CHASE;;;;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048012;MONT PTBO;Area_de_Descarga;1240004;HDP_29_41-001-LQ2-AD-Densímetro;;CHASE;;;;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048013;MONT PTBO;Area_de_Descarga;1240004;HG_49_61-001-LQ2-AD-Densímetro;;CHASE;;;;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048014;MONT PTBO;Area_de_Descarga;1240004;HG_49_61-002-LQ2-AD-Densímetro;;CHASE;;;;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048015;MONT PTBO;Area_de_Descarga;1240004;HG_49_61-003-LQ2-AD-Densímetro;;CHASE;;;;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048016;MONT PTBO;Area_de_Descarga;1240004;HGP_49_61-001-LQ2-AD-Densímetro;;CHASE;;;;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048017;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;MA-001-LQ1-SD-Monitor_de_Aterramiento;;SCULLY;;8502;ST-47-ELK;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048018;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;MA-002-CCH-SD-Monitor_de_Aterramiento;;SCULLY;;8503;ST-47-ELK;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048019;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;MA-003-LQ2-SD-Monitor_de_Aterramiento;;SCULLY;;8504;ST-47-ELK;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048020;MONT PTBO;Area_de_Abastecimiento;1240004;MAN-001-PPL-AA-Manómetro;;Nuova_Fima;;;;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048022;MONT PTBO;Area_de_Descarga;1240004;MAN-003-PPL-AD-Manómetro;;Ashcroft;;;AISI-316;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048023;MONT PTBO;Area_de_Descarga;1240004;MAN-004-PPL-AD-Diferencial_de_presión;;Murphy-Swi;;3375718;05052682C;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048024;MONT PTBO;Area_de_Descarga;1240004;MAN-005-PPL-AD-Manómetro;;Ashcroft;;;31655;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048025;MONT PTBO;Area_de_Descarga;1240004;MAN-006-PPL-AD-Manómetro;;Ashcroft;;;316551;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048026;MONT PTBO;Area_de_Abastecimiento;1240004;MAN-007-PPL-AA-Diferencial_de_presión;;Mid-West;;;33_mpa;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048027;MONT PTBO;Area_de_Abastecimiento;1240004;MAN-008-PPL-AA-Manómetro;;Nuova-Fima;;;S/N;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048028;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;MAN-009-PPL-SD-Diferencial_de_presión;;Mid-West;;33_MPA;M-120;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048029;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;MAN-010-PPL-SD-Diferencial_de_presión;;Mid-West;;33_MPA;M120;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048030;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;MAN-011-PPL-SD-Diferencial_de_presión;;Mid-Wes;;33_MP;M120;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048031;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;MAN-012-PPL-SD-Diferencial_de_presión;;Mid-West;;33_MPA;M120;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048032;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;MAN-013-PPL-SD-Manómetro;;Nuova-Fima;;;S/N;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048033;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;MAN-014-PPL-SD-Manómetro;;Nuova-Fima;;;S/N;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048034;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;MAN-015-PPL-SD-Manómetro;;Nuova-Fima;;;S/N;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048035;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;MAN-016-PPL-SD-Manómetro;;Nuova-Fima;;;S/N;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048036;MONT PTBO;Area_de_Abastecimiento;1240004;MAN-017-PPL-AA-Manómetro;;WIKA;;;31655;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048037;MONT PTBO;Area_de_Descarga;1240004;MAN-018-CCH-AD-Manómetro;;Nuova_Fima;;;S/N;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048038;MONT PTBO;Area_de_Descarga;1240004;MAN-019-CCH-AD-Manómetro;;Nuova_Fima;;;S/N;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048039;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;MAN-020-CCH-SD-Manómetro;;Nuova_Fima;;;S/N;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048040;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;MAN-021-CCH-SD-Manómetro;;Nuova_Fima;;;S/N;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048041;MONT PTBO;Area_de_Abastecimiento;1240004;MAN-022-CCH-AA-Manómetro;;Nuova_Fima;;;S/N;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048042;MONT PTBO;Area_de_Abastecimiento;1240004;MAN-023-CCH-AA-Manómetro;;Nuova_Fima;;;S/N;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048043;MONT PTBO;Area_de_Abastecimiento;1240004;MAN-024-CCH-AA-Manómetro;;Nuova_Fima;;;S/N;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048044;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;MAN-025-CCH-SD-Diferencial_de_presión;;Nuova_Fima;;;S/N;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048045;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;MAN-026-CCH-SD-Diferencial_de_presión;;Nuova_Fima;;;S/N;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
10048046;MONT PTBO;Sistema_de_Despacho_/_Brazo_de_Descarga;1240004;MAN-027-CCH-SD-Diferencial_de_presión;;Nuova_Fima;;;S/N;0.000;;;22/06/2017;0.00;;10/10/2025;;;3;;;
